"id","truth","response","precision_error"
11,7.886,7.69022813333333,2.48252430467502
12,7.959,7.83870646666666,1.51141516940991
13,6.678,7.49770979999999,12.2747798742138
21,8.079,7.86587056666665,2.63806700499263
35,8.137,7.91251773333332,2.75878415468449
36,7.854,7.518133,4.27638146167557
41,5.2,5.7705484,10.9720846153846
58,6.328,7.12010003333332,12.5173835861776
61,7.536,7.32381038333334,2.81567962668075
88,7.699,7.6364577111111,0.81234301713075
91,7.347,7.40885363333333,0.84188966017876
116,6,6.0075412,0.125686666666687
2,8.699,8.37387601904761,3.73748684851582
17,8.143,7.87200516666665,3.32794834008778
24,7.569,7.79772130952381,3.02181674625191
29,7.495,7.60728619047619,1.49814797166363
44,6.244,6.72856026666667,7.7604142643605
46,8.796,8.28650343333332,5.79236660603318
60,6.854,6.73495923333333,1.73680721719679
78,7.602,7.4446288,2.07012891344389
79,5.699,7.1433374,25.3436988945429
98,8.387,7.55364843333333,9.9362294821351
112,7.77,7.138701,8.12482625482625
118,7.796,8.00114459999999,2.63140841457143
126,5.7,6.4640791,13.404896491228
18,8.387,7.68715169999999,8.34444139740081
32,7.745,7.54037917619047,2.64197319315085
43,5,5.41614666666667,8.32293333333338
45,7.523,7.16829796666666,4.7149014134433
54,8.086,8.07611653333333,0.122229367631361
57,6.284,7.35147828095238,16.9872418993059
66,7.75,7.48335416666666,3.44059139784957
70,5.5,5.71468606666667,3.90338303030307
74,6,6.55292892857142,9.21548214285701
99,7.87,7.0780063,10.0634523506989
105,7.921,8.03881697619047,1.48740028014732
114,5.143,6.43104763333334,25.0446749627326
3,7.125,7.64811539999999,7.34197052631569
7,7.886,7.74917037380952,1.73509543736345
9,8.013,7.71066273333333,3.77308457090559
22,7.456,7.42779876666667,0.378235425608022
26,7.923,7.74087273333334,2.2987159745887
50,9.301,8.21364966666666,11.6906820055192
51,7.038,7.00929523333333,0.407854030501162
68,5,6.24589926666666,24.9179853333332
69,5,6.2321259,24.642518
77,5,6.75873,35.1746
103,7.699,7.79125243333331,1.1982391652593
106,7.678,7.79125243333331,1.47502518016819
121,5.5,7.38338366666667,34.2433393939394
5,8.42,7.77269896666666,7.68766072842444
28,7.523,7.69817714999999,2.32855443307185
33,8.328,7.16871552380953,13.920322720827
34,7.602,7.75092415714285,1.95901285376019
56,8.409,7.70015686666666,8.4295770404726
63,8.046,7.15462573333332,11.0784770900656
67,7.538,6.21486734761905,17.552834337768
73,5.42,6.55622696666667,20.9635971709717
82,7.854,7.76359838809523,1.15102638024912
83,8.125,7.26707576666667,10.5590674871795
95,8.154,7.93454581666666,2.69136844902305
102,5.1,5.61128303333333,10.0251575163398
123,8.409,6.2537038,25.6308264954216
8,7.678,7.37854449999999,3.90017582703836
37,7.886,7.64854389999999,3.0111095612479
39,5,5.14364766666666,2.87295333333329
40,5.3,5.5645672,4.99183396226407
47,5,5.88577323333333,17.7154646666667
64,5,5.74883596666666,14.9767193333333
87,7.721,7.707038,0.180831498510501
90,7.959,7.65154613333334,3.86297106001585
93,5,5.58251843333333,11.6503686666666
94,5.5,5.56419966666666,1.16726666666656
107,8.42,8.04269136666666,4.48110015835317
120,7.91,7.54034596666666,4.67324947324067
20,7.469,7.67237432380952,2.72291235519502
23,6.77,7.69152286666666,13.6118591826686
27,7.377,7.76786456666667,5.29842167095931
30,7.721,7.73512126825396,0.182894291593889
31,7.959,7.83855263333334,1.51334799179121
48,5,5.30561,6.11219999999992
53,7.18,7.20456765714285,0.342167926780686
59,7.544,7.31437906666667,3.04375574407918
72,6.5,6.37694793333334,1.89310871794869
92,8.602,7.82860428888888,8.99088248211019
109,7.444,7.59226728571428,1.99176901819289
119,8.569,7.69740366666667,10.1715058155366
125,5,5.12107603333333,2.42152066666664
4,7.959,7.93971676666667,0.242282112493099
14,6.658,7.19780039999999,8.1075458095523
25,7.921,7.8969089,0.304142153768471
38,7.959,7.8665564,1.16149767558744
42,7.328,6.89267320000001,5.9405949781658
55,5,5.0910113,1.82022599999996
62,6,6.28423983333333,4.73733055555548
65,5,5.72542296666666,14.5084593333333
76,6.6,6.52170366666666,1.18630808080812
85,7.824,7.79292456666665,0.397180896387433
97,8.658,7.51011373333333,13.2580996380996
100,7.163,7.09442206666666,0.957391223416685
124,6.114,7.16314863333334,17.1597748337151
10,8.119,7.92395069999998,2.40238083507842
16,7.721,7.87418946666666,1.98406251349126
19,8.114,7.58852936666666,6.47609851285849
71,6.7,6.42910799999999,4.04316417910457
81,7,7.39143751111111,5.59196444444445
89,7.208,7.61658296190476,5.66846506527136
96,8.319,7.1570191,13.9677954081019
104,7.959,7.8877725,0.894930267621549
110,6,6.20334173333333,3.38902888888891
111,8.5,6.59936886666667,22.3603662745098
113,8.237,7.87471765714285,4.39823167241891
115,6.3,6.36877966666666,1.09174074074069
1,7.699,7.82937166666666,1.69335844481955
6,8.022,7.42239226666666,7.47454167705487
15,7.638,7.48094603333332,2.05621846905835
49,8.2,7.97848439999999,2.70140975609774
52,6.558,7.16863723333333,9.31133323167627
75,6.5,6.50482023333333,0.0741574358974125
80,7,7.20434185714285,2.91916938775503
84,7.174,7.54831433333332,5.21765170523171
86,7.796,7.52978623333333,3.41474816145037
101,8.102,6.74830113333333,16.7082062042294
108,5.7,6.49651990000001,13.9740333333335
117,6,6.29299806666666,4.88330111111105
122,5.602,6.6698654,19.0622170653338
10,5,6.4528158,29.0563159999999
14,6.726,6.33287876666667,5.84479978194066
34,8.091,6.44631039083694,20.3273959852065
39,8.482,8.071064,4.84480075453904
50,7.018,6.64349596666667,5.33633561318509
58,8.013,7.00924103333333,12.5266313074588
61,6.936,6.63098589047618,4.39755059867093
65,6.1,6.44292593333333,5.62173661202182
66,5.8,6.57920191428571,13.4345157635468
73,7.2,6.87996458095239,4.44493637566127
76,6.5,6.96243392222223,7.11436803418818
84,5,5.65683193333334,13.1366386666668
91,6.2,6.17091361904762,0.469135176651251
92,8.7,7.17170057619047,17.5666600437877
94,6,6.2972642,4.95440333333332
100,6.775,6.42618226190476,5.14860130029869
113,6.6,6.44499870000001,2.34850454545443
117,5.7,6.13562416190476,7.64252915622387
119,5.7,6.04351526666667,6.02658362573099
120,5.7,6.07173605238094,6.52168512949025
155,7.252,6.52151062380953,10.0729367924776
160,4.698,6.27365253015873,33.5387937453966
161,7.959,8.05268853333333,1.17713950663819
164,4.866,6.19587910952381,27.33002691171
165,7.8,7.65410719047619,1.87042063492063
167,6.172,6.42832573333334,4.15304169367039
186,7.06,6.96403285714285,1.3593079724808
236,5.156,6.28904553333334,21.9752818722525
239,5.987,6.16117426666666,2.90920772785475
249,6.959,6.58621826666667,5.35682904631893
255,6.387,6.65492573333333,4.19486039350757
266,7.204,6.78102994603175,5.87132223720496
272,7.194,6.96859211969143,3.13327606767547
284,6.824,6.48827843333334,4.91971815162169
287,7.056,6.48980786666667,8.02426492819352
300,6.465,6.51615663333333,0.791285898427357
306,8,6.97781319999998,12.7773350000002
312,7.276,6.83069522619047,6.12018655593086
320,7.41,6.7521032,8.87849932523614
332,7.131,6.63802554285714,6.91311817617245
340,8.77,8.14513066666666,7.12507791714189
342,6.5,6.08473092857143,6.3887549450549
373,6.539,6.33961874761905,3.04910922741931
392,8.699,6.50619740000001,25.2075250028738
395,6.53,6.42081061269841,1.6721192542357
396,5.884,6.42081061269841,9.12322591261741
422,6.821,7.08046989999999,3.80398621902938
449,8,6.89708361984127,13.7864547519841
450,6,6.23940387142858,3.99006452380967
459,6.2,6.52342079523812,5.21646443932446
462,6,6.21977653333335,3.66294222222254
469,6.757,6.28705268333333,6.95496990775001
474,5.9,6.15499823333333,4.32200395480211
476,7.377,7.22023723333332,2.12502055939647
480,6.979,6.47536526666667,7.21643119835698
492,7.009,7.05136451904762,0.604430290306959
495,7.639,6.10583843333333,20.0701867609198
517,5.793,5.9012473,1.8685879509754
523,5,5.6395318,12.790636
524,6.412,5.95226656111111,7.16989143619607
532,6.1,6.34798003333333,4.0652464480873
534,5,5.97038407142858,19.4076814285717
558,5.205,6.51629794761905,25.1930441425371
575,6,6.22237026666667,3.70617111111116
604,5,5.58107811746032,11.6215623492063
614,6.398,6.39950367619047,0.023502284940198
633,7.854,7.11839843809524,9.36594807620018
659,8.1,7.33969682380952,9.3864589653146
683,7,7.03699175238096,0.528453605442346
697,6.256,6.45541472380952,3.18757550846422
706,7.029,7.20048452380952,2.43967170023506
707,5.817,6.35323428333334,9.21839923213584
711,5.151,5.9016961,14.5737934381673
723,5.3,5.58107811746032,5.3033607067984
726,8.092,7.54971810000001,6.70145699456241
742,5.526,5.73857536666667,3.84682169139824
747,6.701,6.68982546666668,0.166759190170465
756,6.512,6.64099823333333,1.98093110155607
774,6.939,6.36475094047618,8.2756745860184
775,5.301,5.78657864999999,9.16013299377456
779,7.31,5.99718956969698,17.9591030137212
783,5.8,6.15499823333333,6.12065919540216
796,6.7,6.62288464999999,1.15097537313442
801,6.3,6.28334599999999,0.264349206349346
807,6.7,6.96859211969143,4.00883760733472
838,6,6.33231590000001,5.53859833333343
852,7.6,6.73843020000001,11.336444736842
859,5.762,5.84814815113221,1.49510848893106
867,7.129,6.99901519047619,1.82332458302437
879,7.432,5.4898210904762,26.1326548644214
885,6.243,6.50392683333333,4.17951038496448
886,5.943,6.32983566666667,6.50909753771944
913,6.004,6.83817435238095,13.8936434440532
915,5.137,6.25414599329004,21.7470506772443
934,6.523,5.50130053333332,15.6630303030305
936,6.936,7.12717836031746,2.75632007378109
940,6.04,6.32905066666667,4.78560706401779
968,7.481,6.58187217460317,12.0188186792786
969,7.824,6.73617841507936,13.9036501140164
989,7.071,5.4898210904762,22.3614610313081
990,6.308,6.66108093650794,5.59735156163507
991,6.338,7.07720187460318,11.6630147460267
1011,4.62,5.70938399047619,23.5797400535971
1031,7.215,6.92000836666667,4.0885881265881
1064,5.944,6.54787739999999,10.1594448183041
1065,8.1,7.21189389999999,10.9642728395063
1067,7.5,7.14327464444444,4.75633807407415
1075,5,5.89778976666666,17.9557953333333
1077,7.8,6.97319053333334,10.6001213675213
1083,6.77,6.50692968412699,3.88582445898095
1099,6.296,5.90004805,6.28894456797964
1118,5,5.83411326666667,16.6822653333333
1134,8.256,6.51398446666667,21.0999943475452
1136,6.728,6.29859025238096,6.38242787780971
1145,7.009,6.66506113333333,4.90710324820477
1147,7.108,6.51514833333334,8.34062558619389
1164,6.133,6.40840912380953,4.49061020397076
1169,7.237,6.50562466666666,10.1060568375478
1190,5.302,6.41357944761905,20.9652856963231
1203,7.7,6.7500907943723,12.3364831899701
1216,7.3,6.986706,4.29169863013702
1219,5,6.73092915,34.618583
1228,4.793,6.22552096666667,29.8877731413868
1232,5.3,5.55484220000001,4.80834339622654
2,6.394,6.44589405757576,0.811605529805415
3,5,6.22355336666666,24.4710673333332
7,5,6.15512191666667,23.1024383333333
41,7.886,7.57530733333333,3.93980049032047
47,6.304,6.67125644444445,5.82576847151723
64,6.5,6.52043975627705,0.31445778887763
80,6.416,6.06670679999999,5.44409600997516
82,6.311,6.05741606666666,4.01812602334555
105,5,6.38502553333333,27.7005106666666
107,5.791,7.10059836666667,22.6143734530594
109,5.7,6.47293570952382,13.560275605681
140,5.7,5.88662865555553,3.27418693957077
141,5.7,6.40211045,12.3177271929825
156,7.886,7.81188508095238,0.939829052087553
157,7.745,7.09006934737485,8.45617369432088
158,7.721,7.81188508095238,1.17711541189452
166,8.4,7.81614283333333,6.95068055555554
184,7.188,7.02078383636364,2.32632392371115
201,6.7,6.31660034285715,5.72238294243063
205,7.1,6.35644590000001,10.4725929577464
214,6.463,6.50242725714286,0.610045754956814
216,6.81,6.14680608333333,9.73853034752824
245,5.637,6.26922496666667,11.2156282892793
260,6.796,6.62040526666667,2.58379536982532
263,5,5.97754062842713,19.5508125685426
276,6,6.52042743484849,8.67379058080814
295,6.833,6.54530596666667,4.21036196887644
313,7.678,7.09195820476191,7.63274023493221
319,7.58,6.55438063333334,13.5305985048372
321,7.004,6.79306439999999,3.0116447744147
325,6,6.05564263333333,0.927377222222233
329,5.183,5.86479438571429,13.1544353793997
344,5.1,6.22566863333334,22.0719339869282
349,7.1,6.17213654285715,13.0684993963782
350,5.9,6.03817453333333,2.34194124293784
386,5,5.90705573333333,18.1411146666667
393,7.167,6.52972329285713,8.89181954992138
397,7.114,6.4706857547619,9.04293288217741
405,6,6.06342902380952,1.05715039682541
417,5,6.21098678888889,24.2197357777779
420,5.7,5.89945805238095,3.49926407685871
423,7.319,6.76436239999999,7.57805164639994
429,5.8,6.13519325555556,5.77919406130276
430,7.854,6.75466361428571,13.9971528611445
440,6.747,6.3410702095238,6.0164486508996
447,7.538,7.06562289523809,6.26661056993775
448,6.301,6.70947051904761,6.48263004360594
451,6,5.98107329047619,0.315445158730195
473,8,6.51382266666668,18.5772166666665
475,6.785,6.3689287,6.13222254974201
499,7.068,6.5120448,7.86580645161291
546,6.2,6.48759192857142,4.63857949308741
552,5,6.22388903333334,24.4777806666668
553,6.212,6.20752087936508,0.0721043244513801
556,5.625,6.32474039047619,12.4398291640212
566,5.633,6.31547944761904,12.115736687716
570,6.702,6.52948233492064,2.57412212890716
577,6.7,6.32118979047619,5.65388372423599
597,5.5,5.47490759999999,0.456225454545651
600,5,6.26670507142857,25.3341014285714
625,6.398,6.24105618205128,2.4530137222369
628,6.658,6.49521743333332,2.44491689195969
647,8,7.89608860476191,1.29889244047608
649,7.8,7.84060303333332,0.520551709401539
669,7.6,6.92266655238095,8.9122822055138
678,5,6.57473693809524,31.4947387619047
681,7.7,7.1430746952381,7.232796165739
693,5.301,6.39206158095238,20.5821841341706
710,6.1,5.97754062842713,2.00753068152249
728,6.936,6.67321323333334,3.78873654363703
735,5,5.58376926666667,11.6753853333333
740,6.328,5.97411373333334,5.59238727349343
743,6.581,6.51147356666667,1.05647216735044
745,5.801,6.1346606,5.75177727977932
762,6.123,6.33456563809524,3.45526111538853
781,6,6.0265396,0.44232666666663
782,5.8,5.99562911428571,3.3729157635468
792,6.7,6.33883289047618,5.39055387348984
833,8.1,7.6457674,5.60780987654319
842,7.398,6.47796362969252,12.4362850812041
846,8.1,7.96620146666664,1.65183374485628
855,7.456,7.91500698571429,6.15620957234834
861,5,6.65561904047619,33.1123808095238
862,7.495,7.32223635,2.30505203468976
875,7.727,6.69733258095239,13.3255780904311
888,6.82,6.38643665000001,6.3572338709676
890,7.841,7.32223635,6.61603940823871
897,6.382,6.69733258095239,4.94096805002179
903,5.921,5.58136893333333,5.73604233519126
931,6,6.47527223333333,7.92120388888888
938,7.921,7.09340286666666,10.4481395446704
941,6.305,6.45407862380953,2.36445081379107
981,7.161,6.36137876666667,11.1663347763347
985,6.854,6.46610206666666,5.65943877054775
995,6.851,7.66468525714286,11.8768830410576
996,6.936,7.17506758571429,3.44676449991771
997,6.65,7.32223635,10.1088172932331
1042,5.4,5.56199012380954,2.99981710758399
1054,7.2,6.9872830088023,2.95440265552358
1092,6.167,6.65915758253969,7.98050239240612
1097,7.3,6.9121005,5.31369178082195
1098,6.728,6.63284883412698,1.41425632986063
1105,5,6.14013556666666,22.8027113333333
1114,6.9,7.01621963333333,1.68434251207731
1122,7.143,5.87218385,17.7910702785944
1127,6.996,6.59061305000001,5.79455331618059
1138,6.126,6.59085964285715,7.58830628235627
1144,7.678,6.59986046666666,14.0419319267171
1148,6.355,6.47394583333333,1.87168895882501
1151,6.719,6.22774993333334,7.31135684873731
1157,6.342,6.39293560000001,0.803147272154047
1162,7.251,6.75781957142858,6.80155052505069
1163,7.137,6.20981592222222,12.9912298974048
1171,8.456,7.09006934737485,16.1533899317071
1178,7.731,6.50720392380953,15.8297254713552
1185,7.268,7.38748371428572,1.64396965170221
1191,7.183,7.01706350129869,2.31012806210922
1192,7.509,7.37649520000001,1.76461313090945
1205,5.777,6.25693274761904,8.30764666122629
1209,6.6,6.27217202380953,4.96709054834044
1210,7.1,6.76151640000002,4.76737464788704
1223,5.9,6.26694513939395,6.21940914227031
1225,8,6.62311206666666,17.2110991666667
1238,6.709,6.35117546190476,5.33350034424266
9,5,6.41807845238095,28.361569047619
15,6.333,6.55930026666667,3.57335017632511
16,5,6.50398578571428,30.0797157142856
18,5,5.96611143333333,19.3222286666666
32,7.097,6.39771976666667,9.85318068667514
45,5.562,6.33768662222222,13.94618162931
60,7.244,6.73269833333334,7.05827811522175
72,7.8,6.5467321,16.0675371794872
78,6.652,6.12580683333333,7.9103001603528
79,6.245,6.28274700536131,0.604435634288334
83,5.794,5.9115189,2.02828615809459
88,5,5.66769416666667,13.3538833333333
99,5.543,6.40082083333333,15.4757501954417
106,5,6.26605066666666,25.3210133333332
110,6.4,6.57197003333332,2.6870317708332
111,7.1,6.60100043333332,7.02816291079824
121,6.1,6.04651819999999,0.876750819672265
124,5.7,5.97686918095237,4.85735405179598
135,6.01,6.4193641,6.81138269550754
150,8.8,6.49575698571428,26.1845797077923
163,7.796,7.5266324,3.45520266803488
181,7.7,7.50661374444445,2.51150981240974
183,8.244,6.93614992380953,15.8642658441348
191,7.23,6.58804956666667,8.87898248040562
202,6.4,6.54267793333334,2.22934270833336
211,6.4,6.53975306666666,2.18364166666662
212,5.2,6.5732172,26.4080230769231
213,6.171,6.40139563333333,3.73352184951109
217,5.754,6.224915,8.18413277719856
220,5.649,6.31171668095239,11.7315751629029
235,7.137,6.44332303968254,9.71944739130529
250,8.266,8.04430351111111,2.68202865822516
270,6,6.6616051403097,11.026752338495
281,5,5.74114255050506,14.8228510101012
294,6.334,6.6994163,5.76912377644455
310,7.886,7.16392083333333,9.15646927043716
322,7.102,6.89893503333334,2.85926452642435
363,6.549,6.69038353015873,2.15885677444995
370,5.967,6.47578142857143,8.5265867030573
377,6.464,6.989045,8.12260210396046
378,5.74,6.58905478888889,14.7918952768099
387,5,5.50737926666666,10.1475853333332
388,7.319,6.71557636666668,8.24461857266457
389,7.092,6.71557636666668,5.30772184621151
390,6.664,6.71557636666668,0.773955082033013
394,5.943,6.38520793809524,7.44082009246572
400,6.495,7.02250526190477,8.12171303933449
403,7.229,6.72658378095239,6.95000994670918
416,5.301,6.55187923333333,23.5970426963466
418,6.9,6.12170630476189,11.2796187715668
428,7.824,6.21217010000001,20.6010979038854
444,6.1,6.10733249999999,0.120204918032706
453,5.301,6.65902456666667,25.6182713953342
457,6.3,6.21014854761905,1.4262135298564
461,5.8,6.10154246349206,5.19900799124234
482,9.222,6.6598463,27.7830589893732
489,6.866,5.6590942,17.5780046606466
493,7.394,6.80372612380953,7.98314682432334
510,5,5.7770739,15.5414780000001
514,6.309,6.7821545939394,7.49967655633852
515,6.164,6.07072239468865,1.51326420037886
527,5.233,6.61676253333334,26.4430065609275
530,5,6.09568723333333,21.9137446666666
540,7.886,7.27894043333333,7.69794023163412
563,6.301,6.48264166666668,2.88274347987106
565,5,5.91318239047619,18.2636478095238
578,6.8,6.73710780000001,0.924885294117495
582,6.9,6.45746169206349,6.41359866574653
583,5.6,6.43893403333334,14.9809648809525
605,6.6,6.19164161479076,6.18724826074612
626,7.523,6.87576376666667,8.60343258451859
632,5.602,6.0678825547619,8.31636120603181
654,5.9,5.92659840000001,0.450820338983279
677,5.963,6.34927286507937,6.47782768873665
682,7.9,6.87695736666667,12.9499067510548
684,6.5,6.49667149999999,0.0512076923079017
694,5,6.04675186666667,20.9350373333335
716,6.602,6.71614881428571,1.72900354870819
718,6.374,6.65903387142858,4.47182101394073
744,5.395,5.89827116666667,9.3284738955824
752,5.892,6.50333373333334,10.3756573885495
757,6,6.16002486666666,2.66708111111105
790,6,5.97405406666667,0.432432222222164
805,5.83,6.23807830952382,6.99962795066578
810,6.524,6.15099259047619,5.71746489153603
854,6.5,5.92723938571428,8.81170175824179
865,6.587,5.7177375,13.1966373159253
871,5.51,6.51121406904763,18.1708542476884
872,7.745,6.77211074993895,12.5615138807108
877,7.051,6.70191127085137,4.95091092254474
889,6.265,6.46859215714286,3.24967529358111
902,5.76,6.52463291428572,13.274876984127
908,7.523,6.74389052222222,10.3563668453779
925,8.31,6.95149316825396,16.34785597769
930,6.292,6.59490303333333,4.81409779614323
939,5.495,5.57856522380952,1.52075020581467
960,6.437,7.56942362619046,17.5924130214458
970,7.658,7.29539074949494,4.73503852840242
979,7.365,6.66273995714284,9.53509902046384
980,6.706,6.36562683333333,5.07565115816683
983,5.003,6.26757034444445,25.2762411442024
986,5.343,6.17815918278389,15.6309036643063
992,5.563,6.66273995714284,19.7688289977142
1009,6.495,6.15099259047619,5.29649591260679
1012,8.123,6.6623308952381,17.9818922166921
1023,5.003,5.44979813333334,8.93060430408434
1046,6.17,6.41132253809524,3.91122428031181
1051,5.833,6.43495924761905,10.3198910958177
1072,6.558,6.84637876666667,4.39735844261465
1076,6.523,6.5806771,0.88421125249123
1085,5,6.02561549047619,20.5123098095238
1093,5,5.97881663333333,19.5763326666667
1110,5,6.64735086666666,32.9470173333333
1119,5,5.86423296666667,17.2846593333334
1128,5.7,5.92723938571428,3.98665588972427
1146,6.374,6.36380628333333,0.159926524422256
1160,6.523,6.38517487777779,2.11291004479858
1187,5,6.61459548095238,32.2919096190476
1195,5.264,5.6926604,8.14324468085103
1199,7.157,6.42541124761905,10.2220029674577
1200,5.779,6.28637274761904,8.77959417925325
1218,6.7,6.84867502857143,2.21903027718554
1220,6.4,6.37543904761905,0.383764880952361
1233,5.1,5.75838853333334,12.9095790849675
21,5.203,5.885576,13.1188929463771
51,6.184,6.68371403333334,8.08075733074605
53,7.553,7.22725814761906,4.31274794625903
54,6.52,6.748291,3.50139570552144
68,6.2,6.39696463333332,3.17684892473103
95,6,6.04640260952381,0.773376825396769
96,7.189,6.97661958809524,2.95424136743301
98,7.18,6.3609464,11.4074317548747
108,6,6.34024736666667,5.67078944444444
125,7.06,6.58376413333333,6.74555051935787
131,6.8,6.58108889047619,3.21928102240901
132,7.018,6.4891684,7.53536050156743
133,5.7,6.27799423333332,10.1402497076021
148,6.316,6.9139844,9.4677707409753
169,8.1,7.98859629999998,1.3753543209879
171,8,7.83992766666667,2.00090416666663
176,7,7.06116956666668,0.873850952381096
178,7,7.05130820952381,0.732974421768695
193,8.391,7.6817769,8.45218805863423
200,4.831,6.42918706666667,33.081909887532
206,6.5,6.46223123333333,0.581057948717951
219,7.027,5.9959396047619,14.6728389816152
222,6.075,6.27471701428571,3.2875228689005
225,7.027,6.71448068888888,4.447407301994
233,5.936,6.39327621666666,7.70344030772677
238,5.866,6.14182936031746,4.70217116122509
252,6.738,7.22869943333334,7.28256802216298
253,6.215,7.07939353333334,13.9081823545188
265,5.877,5.80466439242424,1.23082537988365
296,6.202,6.68543431428571,7.79481319390055
302,5.8,6.19587836666667,6.8254890804598
305,6.398,6.38751690952381,0.163849491656554
315,8.495,7.14008622380952,15.9495441576278
316,5.822,6.02107313809524,3.41932562856811
324,7.56,7.14008622380952,5.55441502897465
327,4.907,5.71307273333333,16.4269968072821
331,6.128,6.85872992222222,11.9244439004931
338,6.9,6.23091013333333,9.69695458937204
347,5.26,6.77021206666666,28.7112560202788
359,8.125,7.18508746666666,11.5681542564103
366,6.678,6.94104695274724,3.93900797764665
391,6.357,6.50760009047619,2.36904342419678
421,5.3,6.07652163333334,14.6513515723272
436,7.301,6.86157863492063,6.01864628241838
441,7.523,6.82098801666667,9.33154304577066
472,6.553,7.10836872619048,8.47503015703464
498,5,6.18120819999999,23.6241639999999
500,5.963,6.06388256666667,1.6918089328638
509,5.248,6.01551203333334,14.6248481961383
531,5,6.62063120000001,32.4126240000002
548,5.8,5.44872296666667,6.05650057471265
573,6,6.25953112857142,4.32551880952373
596,5.1,5.69463074285715,11.6594263305323
601,7.4,6.73484190952381,8.98862284427289
603,6.4,7.03924834591242,9.98825540488159
613,5,6.16944643333333,23.3889286666666
631,7.658,6.9870833,8.76099112039696
636,7.155,6.5513723,8.43644584206852
645,8,7.65572573333334,4.30342833333326
662,6,6.41595975396825,6.93266256613752
675,6.1,5.92310857258297,2.89985946585288
676,7.9,7.12473293333333,9.81350717299581
680,8.4,6.89569096190476,17.9084409297052
686,6.603,6.34468981428571,3.91201250513842
691,5.597,6.17423078095238,10.3132174549291
702,5.343,6.18606173333333,15.7788084097573
704,7.569,7.00637826666666,7.43323732769634
721,6.697,6.40549786666667,4.35272709173264
724,5.906,6.90085105595238,16.8447520479577
731,8.42,8.33094056666667,1.05771298495636
748,6.936,7.27222546666666,4.84754133025751
755,5.833,6.54382874761904,12.1863320352999
763,5.8,5.8598486,1.03187241379317
766,5.201,6.87085104047619,32.1063457119053
772,5.8,6.08426936666667,4.90119597701154
789,7.904,6.99987212222223,11.4388648504273
793,6.7,6.0750887,9.32703432835818
794,7.5,6.59669306190475,12.0440925079366
803,5.5,6.33295856666666,15.1447012121211
818,6.523,6.44527283405484,1.19158617116602
820,7.076,6.59257744603175,6.83186198372312
830,6.72,6.67812768333334,0.623099950396722
837,7.111,6.13993497142858,13.6558153364003
891,4.301,6.54784680952381,52.2401025232226
904,4.886,5.7227673095238,17.1258147671674
907,5.569,5.88038054761904,5.59131886548831
918,4.736,5.93695468888888,25.3579959647146
919,6,6.53477717106782,8.91295285113038
927,4.921,5.8969169952381,19.8316804559662
928,4.585,5.88288121428572,28.3071148153919
952,6.223,6.4075954,2.96634099309021
955,6.253,6.067311,2.9695985926755
961,7.553,6.92085051428572,8.36951523519507
973,6.903,6.37376508888889,7.66673781125756
976,6,6.80598146190476,13.4330243650793
987,5.7,6.2128015,8.9965175438597
1000,5.653,6.51747653333333,15.2923497847751
1003,4.602,5.91813108095238,28.5991108420769
1005,6.041,5.9492886,1.51814931302771
1018,6.447,6.97097050000001,8.12735380797288
1022,5.003,5.6613571857143,13.1592481653867
1024,6.446,6.08995023333333,5.52357689523224
1030,7.6,7.31557156666667,3.74247938596492
1036,6.7,6.3483621,5.24832686567171
1052,7.4,6.59006773333333,10.9450306306307
1058,6.3,6.41595975396825,1.84063101536907
1063,7.3,6.95228644285714,4.76319941291591
1071,6.8,7.05130820952381,3.69570896358542
1079,5.509,6.44773140952381,17.039960238225
1091,5,6.07585043333333,21.5170086666666
1094,5.583,6.13611044285714,9.90704715846569
1112,5.607,6.84719729047619,22.1187317723594
1115,6.126,6.20234688095238,1.24627621535069
1132,6.001,6.45890079047618,7.63040810658521
1141,5.518,6.23150653333334,12.930527969071
1158,5,6.30721296666666,26.1442593333333
1173,8.8,6.84950693333334,22.1646939393939
1180,7.506,6.58194318571429,12.3109087967721
1183,5.613,6.35694513632479,13.2539664408478
1196,6.724,6.90253525000001,2.6551940809043
1207,6.5,6.36719846666668,2.04310051282038
